PlantNumAuto,TranLetter2,AsclepTransID,PlantID Code from 2012,2013 Plant ID Code,2014 Plant ID Code,Sample Date if diff from TransMetadata,Trimb in 2012?,2012 Trimb Pt name,new 2014 id in trimb,VISITED PREV in 2014?,CODE FOR PREV VISIT,VISITED AGAIN IN 2014?,CODE FOR LATER VISIT,Comments2,TRIMBLED IN 2014?,which trimble?,FileName?,Northing,Easting,TRIMBSBUD,TRIMBSFLOW,TRIMBSDONE,TRIMBS NOflow,DEAD STEMS,Comments 3,Comments 3G,Ascl within 1 m?,Ascl within 2 m,Grazing lawn?,Shrubs within 1 m?,Bflies nectaring?,Monarch immatures2?,Crab spiders?,Other insects?,Comments 4,total # bitten stems,# of bitten stems flower this year,# bitten stems w axillary,# of UNbit stems w axillary,# of axillary shoots,# of BITTEN Axillary shoots,Comments 5 damage,Comments 6,Photo Exposure,Comments 12,Comments 13,Comments 14,Comments 15,Comments 16
3500,AQ,343,,PAW-E2-13-R1-060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3501,AQ,343,,PAW-E2-13-R1-061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3502,AQ,343,,PAW-E2-13-R1-062,,,,,,,,,,"I can see some in the WEST patch, 200-300 m away",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3503,AQ,343,,PAW-E2-13-R1-063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3504,AQ,343,,PAW-E2-13-R1-064,,,,,,,,,,obscured by vegetation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3505,AQ,343,,PAW-E2-13-R1-065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3506,AQ,343,,PAW-E2-13-R1-066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3507,AQ,343,,PAW-E2-13-R1-067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3508,AQ,343,,PAW-E2-13-R1-068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3509,AQ,343,,PAW-E2-13-R1-069,,,,,,,,,,"1 male regal, 2 pearls nectaring",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3510,AQ,343,,PAW-E2-13-R1-070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3511,AQ,343,,PAW-E2-13-R1-071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3512,AQ,343,,PAW-E2-13-R1-072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3513,AQ,343,,PAW-E2-13-R1-073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3514,AQ,343,,PAW-E2-13-R1-074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3515,AQ,343,,PAW-E2-13-R1-075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3516,AQ,343,,PAW-E2-13-R1-076,,,,,,,,,,male regal nectaring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3517,AQ,343,,PAW-E2-13-R1-077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3518,AQ,343,,PAW-E2-13-R1-078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3519,AQ,343,,PAW-E2-13-R1-079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3520,AQ,343,,PAW-E2-13-R1-080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3521,AQ,343,,PAW-E2-13-R1-081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3522,AQ,343,,PAW-E2-13-R1-082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3523,AQ,343,PAWE2002,PAW-E2-13-R1-083,,,,002,,,,,,,yes,,PAWE2AT,,,2,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3524,AQ,343,PAWE2006,PAW-E2-13-R1-084,,,,006,,,,,,,yes,,PAWE2AT,,,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3525,AQ,343,PAWE2009,PAW-E2-13-R1-085,,,,009,,,,,,,yes,,PAWE2AT,,,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3526,AQ,343,PAWE2012,PAW-E2-13-R1-086,,,,012,,,,,,,yes,,PAWE2AT,,,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3527,AQ,343,PAWE2013,PAW-E2-13-R1-087,,,,?,,,,,,,yes,,PAWE2AT,,,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3528,AQ,343,PAWE2014,PAW-E2-13-R1-088,,,,014,,,,,,,yes,,PAWE2AT,,,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3529,AQ,343,PAWE2015,PAW-E2-13-R1-089,,,,015,,,,,,,yes,,PAWE2AT,,,,,,,,could not find,,,,,,,,,,,,,,,,,,,,,,,,
3530,AQ,343,PAWE2044,PAW-E2-13-R1-090,,,,044,,,,,,,yes,,PAWE2AT,,,0,16,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
3531,AQ,343,PAWE2045,PAW-E2-13-R1-091,,,,045,,,,,,,yes,,PAWE2AT,,,0,12,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,
3532,AR,344,,PAW-S1-13-R1-001,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3533,AR,344,,PAW-S1-13-R1-002,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3534,AR,344,,PAW-S1-13-R1-003,,,,,,,,,,early,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3535,AR,344,,PAW-S1-13-R1-004,,,,,,,,,,"2 regals, 2 corals, 1 pearl",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3536,AR,344,,PAW-S1-13-R1-005,,,,,,,,,,1 regal,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3537,AR,344,,PAW-S1-13-R1-006,,,,,,,,,,1 regal,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3538,AR,344,,PAW-S1-13-R1-007,,,,,,,,,,"1 coral hairstreak, 1 pearl",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3539,AR,344,,PAW-S1-13-R1-008,,,,,,,,,,1 coral hairstreak,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3540,AR,344,,PAW-S1-13-R1-009,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3541,AR,344,,PAW-S1-13-R1-010,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3542,AR,344,,PAW-S1-13-R1-011,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3543,AR,344,,PAW-S1-13-R1-012,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3544,AR,344,,PAW-S1-13-R1-013,,,,,,,,,,1 coral hairstreak,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3545,AR,344,,PAW-S1-13-R1-014,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3546,AR,344,,PAW-S1-13-R1-015,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3547,AR,344,,PAW-S1-13-R1-016,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3548,AR,344,PAWS1001,PAW-S1-13-R1-017,,,,,,,,,,,yes,,PAWS1AT,,,0,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3549,AR,344,PAWS1006,PAW-S1-13-R1-018,,,,,,,,,,,yes,,PAWS1AT,,,0,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3550,AR,344,PAWS1002,PAW-S1-13-R1-019,,,,,,,,,,,yes,,PAWS1AT,,,0,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3551,AR,344,PAWS1007,PAW-S1-13-R1-020,,,,,,,,,,,yes,,PAWS1AT,,,0,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3552,AS,345,,PAW-S2-13-R1-001,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3553,AS,345,,PAW-S2-13-R1-002,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3554,AS,345,,PAW-S2-13-R1-003,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3555,AS,345,,PAW-S2-13-R1-004,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3556,AS,345,,PAW-S2-13-R1-005,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3557,AS,345,,PAW-S2-13-R1-006,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3558,AS,345,,PAW-S2-13-R1-007,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3559,AS,345,,PAW-S2-13-R1-008,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3560,AS,345,,PAW-S2-13-R1-008,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3561,AS,345,,PAW-S2-13-R1-010,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3562,AS,345,,PAW-S2-13-R1-011,,,,,,,,,,"Can see 99 Asclepias tuberosa on North-facing slopesnear E1 & E2, those plants are about 300 to 400m away",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3563,AS,345,PAWS2005,PAW-S2-13-R1-012,,,,S2005,,,,,,,yes,,PAWATBEN,,,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3564,AS,345,PAWS2006,PAW-S2-13-R1-013,,,,S2006,,,,,,,yes,,PAWATBEN,,,0,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3565,AS,345,,PAW-S2-13-R1-014,,,,,,,,,,,yes,,PAWATBEN,,,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3566,AS,345,,PAW-S2-13-R1-015,,,,,,,,,,,yes,,PAWATBEN,,,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3567,AS,345,,PAW-S2-13-R1-016,,,,,,,,,,,yes,,PAWATBEN,,,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3568,AS,345,,PAW-S2-13-R1-017,,,,,,,,,,,yes,,PAWATBEN,,,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
3569,AT,346,,PAW-W1-13-R1-001,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3570,AT,346,,PAW-W1-13-R1-002,,,,,,,,,,"crab spider, pearl cresent nectaring",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3571,AT,346,,PAW-W1-13-R1-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3572,AT,346,,PAW-W1-13-R1-004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3573,AT,346,,PAW-W1-13-R1-005,,,,,,,,,,full/ early full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3574,AT,346,,PAW-W1-13-R1-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3575,AT,346,,PAW-W1-13-R1-007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3576,AT,346,,PAW-W1-13-R1-008,,,,,,,,,,1 pearl cresent nectaring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3577,AT,346,,PAW-W1-13-R1-009,,,,,,,,,,2 pearl cresents and one regal fritillary nectaring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3578,AT,346,,PAW-W1-13-R1-010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3579,AT,346,,PAW-W1-13-R1-011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3580,AT,346,,PAW-W1-13-R1-012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3581,AT,346,,PAW-W1-13-R1-013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3582,AT,346,,PAW-W1-13-R1-014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3583,AT,346,,PAW-W1-13-R1-015,,,,,,,,,,1 pearl cresent nectaring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3584,AT,346,PAWW1001,PAW-W1-13-R1-016,,,yes,paww1001,,no,,,,,yes,,PAWW1AT,,,0,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3585,AT,346,PAWW1002,PAW-W1-13-R1-017,,,yes,002,,no,,,,,yes,,PAWW1AT,,,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3586,AT,346,PAWW1003,PAW-W1-13-R1-018,,,yes,003,,no,,,,,yes,,PAWW1AT,,,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3587,AT,346,PAWW1005,PAW-W1-13-R1-019,,,yes,005,,no,,,,,yes,,PAWW1AT,,,1,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3588,AT,346,PAWW1007,PAW-W1-13-R1-020,,,yes,007,,no,,,,this plant was duplicated in 2012  as PAWW2001,yes,,PAWW1AT,,,0,2,0,0,,same plant as PAWW2001 from 2012 (which has trimble point of 007 in trimble file PAWW1AT),,,,,,,,,,,,,,,,,,,,,,,,
3589,AT,346,PAWW1006,PAW-W1-13-R1-021,,,yes,006,,no,,,,,yes,,PAWW1AT,,,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3590,AT,346,PAWW1004,PAW-W1-13-R1-022,,,yes,004,,no,,,,,yes,,PAWW1AT,,,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3591,AT,346,PAWW1008,PAW-W1-13-R1-023,,,yes,008,,no,,,,,yes,,PAWW1AT,,,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3592,AT,346,PAWW1009,PAW-W1-13-R1-024,,,yes,009,,no,,,,this plant was duplicated in 2012  as PAWW2006,yes,,PAWW1AT,,,0,4,0,0,,same plant as PAWW2001 from 2012 (which has trimble point of 006 in trimble file PAWW1AT),,,,,,,,,,,,,,,,,,,,,,,,
3593,AU,347,,PAW-W2-13-R1-001,,,no,,,no,,no,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3594,AU,347,,PAW-W2-13-R1-002,,,no,,,no,,,,1 regal nectaring,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3595,AU,347,,PAW-W2-13-R1-003,,,no,,,no,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3596,AU,347,,PAW-W2-13-R1-004,,,no,,,no,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3597,AU,347,,PAW-W2-13-R1-005,,,no,,,no,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3598,AU,347,,PAW-W2-13-R1-006,,,no,,,no,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3599,AU,347,,PAW-W2-13-R1-007,,,no,,,no,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3600,AU,347,,PAW-W2-13-R1-008,,,no,,,no,,,,2 pearls nectaring,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3601,AU,347,,PAW-W2-13-R1-009,,,no,,,no,,,,1 regal nectaring,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3602,AU,347,,PAW-W2-13-R1-010,,,no,,,no,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3603,AU,347,,PAW-W2-13-R1-011,,,no,,,no,,,,1 coral hairstreak nectaring,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3604,AU,347,,PAW-W2-13-R1-012,,,no,,,no,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3605,AU,347,,PAW-W2-13-R1-013,,,no,,,no,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3606,AU,347,PAWW2002,PAW-W2-13-R1-014,,,yes,002,,no,,,,,yes,EEOB,PAWW2TP,,,1,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3607,AU,347,PAWW2001,PAW-W2-13-R1-015,,,yes,001 in file PAWW2TP; 007 in PAWW1AT,,no,,no,,DISCARD FROM ANALYSIS (**Same plant as PAW-W1-13-R1-020),no,EEOB,PAWW2TP,,,,,,,,"this year, Realized that it is same plant as another",,,,,,,,,,,,,,,,,,"From now on, data from this plant will belong to plant PAWW1007",,,,,,
3608,AU,347,PAWW2005,PAW-W2-13-R1-016,,,yes,?,,no,,,,,yes,EEOB,PAWW2TP,,,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3609,AU,347,PAWW2004,PAW-W2-13-R1-017,,,yes,?,,no,,,,,yes,EEOB,PAWW2TP,,,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
3610,AU,347,PAWW2003,PAW-W2-13-R1-018,,,yes,?,,no,,,,,yes,EEOB,PAWW2TP,,,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3611,AU,347,PAWW2006,PAW-W2-13-R1-019,,,yes,006 in file PAWW2TP; 009 in PAWW1AT,,no,,no,,DISCARD FROM ANALYSIS **Same plant as PAW-W1-13-R1-024,no,EEOB,PAWW2TP,,,,,,,,"this year, Realized that it is same plant as another",,,,,,,,,,,,,,,,,,,,,,,,
3612,AV,348,,RCH-N1-13-R1-001,,,no,,,no,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3613,AV,348,,RCH-N1-13-R1-002,,,no,,,no,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3614,AV,348,RICHN1003,RCH-N1-13-R1-003,,,yes,N1003,,no,,,,,yes,,RICHATBEN,,,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3615,AV,348,RICHN1001,RCH-N1-13-R1-004,,,yes,RICHN1001 (?),,no,,,,,yes,,RICHATBEN,,,0,3,0,0,,pearl cresent was being eaten by crab spider on this plant,,,,,,,,,,,,,,,,,,,,,,,,
3616,AV,348,RICHN1002,RCH-N1-13-R1-005,,,yes,N1002,,no,,,,,yes,,RICHATBEN,,,1,16,0,1,,the smooth brome around this plant is sparse and short; plant received a huge amount of sun this spring,,,,,,,,,,,,,,,,,,,,,,,,
3617,AW,349,,RCH-N2-13-R1-000,,,No,,,No,,No,,,No,,,,,,,,,,NO A.tuberosa at all on this transect,,,,,,,,,,,,,,,,,,,,,,,,
3618,AX,350,RICHS1002,RCH-S1-13-R1-001,,,YES,S1002,,no,,,,,yes,,RICHATBEN,,,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3619,AX,350,RICHS1003,RCH-S1-13-R1-002,,,YES,S1003,,no,,,,,yes,,RICHATBEN,,,0,1,0,2,,A) dead pearl cresent clutched by crab spider b) 1 live pearl cresent nectaring,,,,,,,,,,,,,,,,,,,,,,,,
3620,AX,350,RICHS1004,RCH-S1-13-R1-003,,,YES,S1004,,no,,,,,yes,,RICHATBEN,,,0,8,0,4,,1 great spangled & 6 pearl cresents nectaring; 3 of the 4 non-flowering stems died of unk. Causes,,,,,,,,,,,,,,,,,,,,,,,,
3621,AX,350,RICHS1005,RCH-S1-13-R1-004,,,YES,S1005,,no,,,,,yes,,RICHATBEN,,,2,1,0,2,,both of the non-flowering stems died this year,,,,,,,,,,,,,,,,,,,,,,,,
3622,AX,350,,RCH-S1-13-R1-005,,,NO,,,no,,,,"did not measure stem lengths, bloom status on this plant;",no,probably neither,probably none,,,,,,,,"this plant might have been designated ""00A"" in Trimble in 2013",,,,,,,,,,,,,,,,,,,,,,,,
3623,AX,350,RICHS1006,RCH-S1-13-R1-006,,,YES,S1006,,no,,,,,yes,,RICHATBEN,,,0,0,0,0,,did not find (plant absent),,,,,,,,,,,,,,,,,,,,,,,,
3624,AX,350,RICHS1001,RCH-S1-13-R1-007,,,YES,S1001,,no,,,,,yes,,RICHATBEN,,,0,0,0,0,,no live plant at its location (but found dead stem from last year),,,,,,,,,,,,,,,,,,,,,,,,
3625,AX,350,RICHS1007,RCH-S1-13-R1-008,,,YES,55 cm NE of S1002?,,no,,,,,yes,,RICHATBEN,,,0,0,0,0,,did not find plant,,,,,,,,,,,,,,,,,,,,,,,,
3626,AY,351,,RCH-S2-13-R1-000,,,NO,,,NO,,,,"Saw: 1 male regal frit, 2 great spangled frit, 1 clouded sulphur, about 8 pearl cresents flying",No,,,,,,,,,,No Asclepias tuberosa on this transect,,,,,,,,,,,,,,,,,,,,,,,,
3627,AY,351,ACCIDENTAL ROW,ACCIDENTAL ROW,,,NO,,,NO,,,,ACCIDENTAL ROW,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3628,AZ,352,,RCH-W1-13-001,,,no,,,no,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3629,AZ,352,,RCH-W1-13-002,,,no,,,no,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3630,AZ,352,RCHW1005,RCH-W1-13-003,,,yes,W1005,,no,,,,,yes,,RCHW1AT,,,0,10,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
3631,AZ,352,RCHW1001,RCH-W1-13-004,,,yes,W1001,,no,,,,,yes,,RCHW1AT,,,2,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,
3632,AZ,352,RCHW1002,RCH-W1-13-005,,,yes,W1002,,no,,,,,yes,,RCHW1AT,,,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3633,AZ,352,RCHW1003,RCH-W1-13-006,,,yes,W1003,,no,,,,,yes,,RCHW1AT,,,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3634,AZ,352,RCHW1004,RCH-W1-13-007,,,yes,W1004,,no,,,,,yes,,RCHW1AT,,,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3635,BA,353,,RCH-W2-13-R1-001,,,no,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3636,BA,353,,RCH-W2-13-R1-002,,,no,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3637,BA,353,RAT002,RCH-W2-13-R1-003,,,yes,RAT002,,no,,,,,yes,,RICHAT,,,0,3,0,0,,1 pearl cresent nectaring,,,,,,,,,,,,,,,,,,,,,,,,
3638,BA,353,RAT004,RCH-W2-13-R1-004,,,yes,RAT0004,,no,,,,,yes,,RICHAT,,,0,3,0,0,,1 pearl cresent nectaring,,,,,,,,,,,,,,,,,,,,,,,,
3639,BA,353,RAT001,RCH-W2-13-R1-005,,,yes,RAT001,,no,,,,,yes,,RICHAT,,,0,0,0,0,,no stems at all in 2013,,,,,,,,,,,,,,,,,,,,,,,,
3640,BB,354,RINE1001,RIN-E1-13-R1-001,,,YES,?,,NO,,,,"1 early, 2 early full",YES,EEOB/PBG#3,RINATBEN/ RINE2AT,,,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3641,BB,354,,RIN-E1-13-R1-002,,,NO,,,NO,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3642,BB,354,RINE1002,RIN-E1-13-R1-003,,,YES,?,,NO,,,,,YES,EEOB/PGB#3,RINATBEN/ RINE2AT,,,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3643,BB,354,,RIN-E1-13-R1-004,,,NO,,,NO,,,,I see 24 A. tubersosa plants far to the west near RINS1. Those plants will get detected at night,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3644,BB,354,RINE1004,RIN-E1-13-R1-005,,,YES,?,,NO,,,,,YES,EEOB/PGB#3,RINATBEN/ RINE2AT,,,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3645,BB,354,,RIN-E1-13-R1-006,,,NO,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3646,BB,354,,RIN-E1-13-R1-007,,,NO,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3647,BB,354,,RIN-E1-13-R1-008,,,NO,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3648,BB,354,,RIN-E1-13-R1-009,,,NO,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3649,BB,354,,RIN-E1-13-R1-010,,,NO,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3650,BB,354,,RIN-E1-13-R1-011,,,NO,,,,,,,saw 1 black swallowtail nectaring on A. tuberosa,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3651,BB,354,,RIN-E1-13-R1-012,,,NO,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3652,BB,354,,RIN-E1-13-R1-013,,,NO,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3653,BB,354,,RIN-E1-13-R1-014,,,NO,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3654,BB,354,,RIN-E1-13-R1-015,,,NO,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3655,BB,354,,RIN-E1-13-R1-016,,,NO,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3656,BB,354,,RIN-E1-13-R1-017,,,NO,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3657,BB,354,,RIN-E1-13-R1-018,,,NO,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3658,BB,354,,RIN-E1-13-R1-019,,,NO,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3659,BB,354,,RIN-E1-13-R1-020,,,NO,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3660,BB,354,,RIN-E1-13-R1-021,,,NO,,,,,,,"bud, bud",NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3661,BB,354,,RIN-E1-13-R1-022,,,NO,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
