PlantNumAuto,TranLetter2,AsclepTransID,PlantID Code from 2012,Name from 2012,Trimb in 2012?,2012 Trimb Pt name,2013 Plant ID Code,Trimbled in 2013?,Visited PREV in 2013?,Code for prev 2013 visit,Visited again in 2013?,Code for later visit,New 2013 ID in Trimble,Comments2,Seen during Dist?,Position,Distance,Direction,StemsBUD,StemsFLOWER,StemsDONE,StemsNOflowers,BloomStatusDist,On Trimble?,Which Trimble?,FileName?,Northing,Easting,TRIMBStemsBUD,TRIMBStemsFLOW,TRIMBStemsDONE,TRIMBStemsNOflow,Comments 3,Photo Exposure,Comments3b,SCValid Bud,SCValid Flor,SCValid Done,SCValid None,SCValid Bloom Status,Comments SCValid
3491,AQ,343,,,,,PAW-E2-13-R1-051,,,,,,,,Yes,51,5,West,0,1,0,0,early full,,,,,,,,,,,,,,,,,,
3492,AQ,343,,,,,PAW-E2-13-R1-052,,,,,,,obscured by veg,Yes,51.5,4,West,1,11,0,0,full,,,,,,,,,,,,,,,,,,
3493,AQ,343,,,,,PAW-E2-13-R1-053,,,,,,,on west facing ridge,Yes,52,59,East,0,4,0,0,full,,,,,,,,,,,,,,,,,,
3494,AQ,343,,,,,PAW-E2-13-R1-054,,,,,,,,Yes,53,4,West,1,2,0,0,full,,,,,,,,,,,,,,,,,,
3495,AQ,343,,,,,PAW-E2-13-R1-055,,,,,,,,Yes,56,58,East,0,3,0,0,full,,,,,,,,,,,,,,,,,,
3496,AQ,343,,,,,PAW-E2-13-R1-056,,,,,,,,Yes,58,57,East,0,12,0,0,full,,,,,,,,,,,,,,,,,,
3497,AQ,343,,,,,PAW-E2-13-R1-057,,,,,,,,Yes,58,20,East,0,14,0,0,full,,,,,,,,,,,,,,,,,,
3498,AQ,343,,,,,PAW-E2-13-R1-058,,,,,,,,Yes,61,60,East,0,2,0,0,full,,,,,,,,,,,,,,,,,,
3499,AQ,343,,,,,PAW-E2-13-R1-059,,,,,,,,Yes,63,58,East,0,5,0,0,full,,,,,,,,,,,,,,,,,,
3500,AQ,343,,,,,PAW-E2-13-R1-060,,,,,,,,Yes,64,57,East,0,6,0,0,full,,,,,,,,,,,,,,,,,,
3501,AQ,343,,,,,PAW-E2-13-R1-061,,,,,,,,Yes,65,44,East,0,1,0,0,full,,,,,,,,,,,,,,,,,,
3502,AQ,343,,,,,PAW-E2-13-R1-062,,,,,,,"I can see some in the WEST patch, 200-300 m away",Yes,67,10,East,0,14,0,0,full,,,,,,,,,,,,,,,,,,
3503,AQ,343,,,,,PAW-E2-13-R1-063,,,,,,,,Yes,67.5,11,East,0,1,0,0,full,,,,,,,,,,,,,,,,,,
3504,AQ,343,,,,,PAW-E2-13-R1-064,,,,,,,obscured by vegetation,Yes,70,12,East,0,8,0,0,full,,,,,,,,,,,,,,,,,,
3505,AQ,343,,,,,PAW-E2-13-R1-065,,,,,,,,Yes,71,16,East,0,7,0,0,full,,,,,,,,,,,,,,,,,,
3506,AQ,343,,,,,PAW-E2-13-R1-066,,,,,,,,Yes,72,13,East,0,4,0,0,full,,,,,,,,,,,,,,,,,,
3507,AQ,343,,,,,PAW-E2-13-R1-067,,,,,,,,Yes,73,12,East,0,3,0,0,full,,,,,,,,,,,,,,,,,,
3508,AQ,343,,,,,PAW-E2-13-R1-068,,,,,,,,Yes,73.5,11,East,0,3,0,0,full,,,,,,,,,,,,,,,,,,
3509,AQ,343,,,,,PAW-E2-13-R1-069,,,,,,,"1 male regal, 2 pearls nectaring",Yes,78.5,0,West,0,2,0,0,full,,,,,,,,,,,,,,,,,,
3510,AQ,343,,,,,PAW-E2-13-R1-070,,,,,,,,Yes,78,18,East,1,8,0,0,full,,,,,,,,,,,,,,,,,,
3511,AQ,343,,,,,PAW-E2-13-R1-071,,,,,,,,Yes,79,19,East,0,6,0,0,full,,,,,,,,,,,,,,,,,,
3512,AQ,343,,,,,PAW-E2-13-R1-072,,,,,,,,Yes,81,23,East,0,3,0,0,full,,,,,,,,,,,,,,,,,,
3513,AQ,343,,,,,PAW-E2-13-R1-073,,,,,,,,Yes,83,17,East,0,6,0,0,full,,,,,,,,,,,,,,,,,,
3514,AQ,343,,,,,PAW-E2-13-R1-074,,,,,,,,Yes,83,16,West,0,2,0,0,full,,,,,,,,,,,,,,,,,,
3515,AQ,343,,,,,PAW-E2-13-R1-075,,,,,,,,Yes,85,18,West,0,1,0,0,full,,,,,,,,,,,,,,,,,,
3516,AQ,343,,,,,PAW-E2-13-R1-076,,,,,,,male regal nectaring,Yes,87,5,East,0,8,0,0,full,,,,,,,,,,,,,,,,,,
3517,AQ,343,,,,,PAW-E2-13-R1-077,,,,,,,,Yes,96,14,West,0,6,0,0,full,,,,,,,,,,,,,,,,,,
3518,AQ,343,,,,,PAW-E2-13-R1-078,,,,,,,,Yes,94,16,West,0,4,0,0,full,,,,,,,,,,,,,,,,,,
3519,AQ,343,,,,,PAW-E2-13-R1-079,,,,,,,,Yes,95,3,East,0,1,0,0,full,,,,,,,,,,,,,,,,,,
3520,AQ,343,,,,,PAW-E2-13-R1-080,,,,,,,,Yes,95.5,3,East,0,2,0,0,full,,,,,,,,,,,,,,,,,,
3521,AQ,343,,,,,PAW-E2-13-R1-081,,,,,,,,Yes,95.5,10,East,0,2,0,0,full,,,,,,,,,,,,,,,,,,
3522,AQ,343,,,,,PAW-E2-13-R1-082,,,,,,,,Yes,99.5,11,East,1,3,0,0,full,,,,,,,,,,,,,,,,,,
3523,AQ,343,,002,,,PAW-E2-13-R1-083,yes,,,,,,,,,,,0,,,,,Yes,,PAWE2AT,,,2,6,0,0,,,,,,,,,
3524,AQ,343,,006,,,PAW-E2-13-R1-084,yes,,,,,,,,,,,0,,,,,Yes,,PAWE2AT,,,0,2,0,0,,,,,,,,,
3525,AQ,343,,009,,,PAW-E2-13-R1-085,yes,,,,,,,,,,,0,,,,,Yes,,PAWE2AT,,,0,5,0,0,,,,,,,,,
3526,AQ,343,,012,,,PAW-E2-13-R1-086,yes,,,,,,,,,,,0,,,,,Yes,,PAWE2AT,,,0,5,0,0,,,,,,,,,
3527,AQ,343,,013,,,PAW-E2-13-R1-087,yes,,,,,,,,,,,0,,,,,Yes,,PAWE2AT,,,0,4,0,0,,,,,,,,,
3528,AQ,343,,014,,,PAW-E2-13-R1-088,yes,,,,,,,,,,,0,,,,,Yes,,PAWE2AT,,,1,2,0,0,,,,,,,,,
3529,AQ,343,,015,,,PAW-E2-13-R1-089,yes,,,,,,,,,,,0,,,,,Yes,,PAWE2AT,,,,,,,could not find,,,,,,,,
3530,AQ,343,,044,,,PAW-E2-13-R1-090,yes,,,,,,,,,,,0,,,,,Yes,,PAWE2AT,,,0,16,0,1,,,,,,,,,
3531,AQ,343,,045,,,PAW-E2-13-R1-091,yes,,,,,,,,,,,0,,,,,Yes,,PAWE2AT,,,0,12,0,2,,,,,,,,,
3532,AR,344,,,,,PAW-S1-13-R1-001,n,,,,,,,Yes,5,20,South,0,4,0,0,full,,,,,,,,,,,,,,,,,,
3533,AR,344,,,,,PAW-S1-13-R1-002,n,,,,,,,Yes,34,30,South,0,3,0,0,full,,,,,,,,,,,,,,,,,,
3534,AR,344,,,,,PAW-S1-13-R1-003,n,,,,,,early,Yes,43.5,3,North,1,2,0,0,early full,,,,,,,,,,,,,,,,,,
3535,AR,344,,,,,PAW-S1-13-R1-004,n,,,,,,"2 regals, 2 corals, 1 pearl",Yes,49,0,South,0,9,0,0,,,,,,,,,,,,,,,,,,,
3536,AR,344,,,,,PAW-S1-13-R1-005,n,,,,,,1 regal,Yes,54,10,North,0,1,,,,,,,,,,,,,,,,,,,,,
3537,AR,344,,,,,PAW-S1-13-R1-006,n,,,,,,1 regal,Yes,58.5,9,North,0,8,,,,,,,,,,,,,,,,,,,,,
3538,AR,344,,,,,PAW-S1-13-R1-007,n,,,,,,"1 coral hairstreak, 1 pearl",Yes,61,1,South,0,20,,,,,,,,,,,,,,,,,,,,,
3539,AR,344,,,,,PAW-S1-13-R1-008,n,,,,,,1 coral hairstreak,Yes,61.5,3,North,0,8,,,,,,,,,,,,,,,,,,,,,
3540,AR,344,,,,,PAW-S1-13-R1-009,n,,,,,,,Yes,62.5,9,North,0,2,,,,,,,,,,,,,,,,,,,,,
3541,AR,344,,,,,PAW-S1-13-R1-010,n,,,,,,,Yes,63,8,North,0,6,,,,,,,,,,,,,,,,,,,,,
3542,AR,344,,,,,PAW-S1-13-R1-011,n,,,,,,,Yes,63.5,6,North,0,11,0,0,full,,,,,,,,,,,,,,,,,,
3543,AR,344,,,,,PAW-S1-13-R1-012,n,,,,,,,Yes,64,4,North,0,2,0,0,full,,,,,,,,,,,,,,,,,,
3544,AR,344,,,,,PAW-S1-13-R1-013,n,,,,,,1 coral hairstreak,Yes,64.5,4,North,0,6,0,0,full,,,,,,,,,,,,,,,,,,
3545,AR,344,,,,,PAW-S1-13-R1-014,n,,,,,,,Yes,67,5,North,0,4,0,0,full,,,,,,,,,,,,,,,,,,
3546,AR,344,,,,,PAW-S1-13-R1-015,n,,,,,,,Yes,71,2,North,0,1,0,0,early,,,,,,,,,,,,,,,,,,
3547,AR,344,,,,,PAW-S1-13-R1-016,n,,,,,,,Yes,94,4,South,0,4,0,0,full,,,,,,,,,,,,,,,,,,
3548,AR,344,,PAWS1001,,,PAW-S1-13-R1-017,y,,,,,,,,,,,0,,,,,Yes,,PAWS1AT,,,0,9,0,0,,,,,,,,,
3549,AR,344,,PAWS1006,,,PAW-S1-13-R1-018,y,,,,,,,,,,,0,,,,,Yes,,PAWS1AT,,,0,20,0,0,,,,,,,,,
3550,AR,344,,PAWS1002,,,PAW-S1-13-R1-019,y,,,,,,,,,,,0,,,,,Yes,,PAWS1AT,,,0,10,0,0,,,,,,,,,
3551,AR,344,,PAWS1007,,,PAW-S1-13-R1-020,y,,,,,,,,,,,0,,,,,Yes,,PAWS1AT,,,0,7,0,0,,,,,,,,,
3552,AS,345,,,,,PAW-S2-13-R1-001,n,,,,,,,Yes,30,27,North,0,2,0,0,full,,,,,,,,,,,,,,,,,,
3553,AS,345,,,,,PAW-S2-13-R1-002,n,,,,,,,Yes,32,36,North,0,4,0,0,full,,,,,,,,,,,,,,,,,,
3554,AS,345,,,,,PAW-S2-13-R1-003,n,,,,,,,Yes,33,32,North,0,5,0,0,full,,,,,,,,,,,,,,,,,,
3555,AS,345,,,,,PAW-S2-13-R1-004,n,,,,,,,Yes,34,27,North,0,8,0,0,full,,,,,,,,,,,,,,,,,,
3556,AS,345,,,,,PAW-S2-13-R1-005,n,,,,,,,Yes,37,6,South,3,7,0,0,full,,,,,,,,,,,,,,,,,,
3557,AS,345,,,,,PAW-S2-13-R1-006,n,,,,,,,Yes,34,32,North,0,2,0,0,full,,,,,,,,,,,,,,,,,,
3558,AS,345,,,,,PAW-S2-13-R1-007,n,,,,,,,Yes,38,21,North,0,8,0,0,full,,,,,,,,,,,,,,,,,,
3559,AS,345,,,,,PAW-S2-13-R1-008,n,,,,,,,Yes,35,35,North,0,3,0,0,full,,,,,,,,,,,,,,,,,,
3560,AS,345,,,,,PAW-S2-13-R1-008,n,,,,,,,Yes,38,40,North,0,10,0,0,full,,,,,,,,,,,,,,,,,,
3561,AS,345,,,,,PAW-S2-13-R1-010,n,,,,,,,Yes,40,41,North,0,4,0,0,full,,,,,,,,,,,,,,,,,,
3562,AS,345,,,,,PAW-S2-13-R1-011,n,,,,,,"Can see 99 Asclepias tuberosa on North-facing slopesnear E1 & E2, those plants are about 300 to 400m away",Yes,43,37,North,0,2,0,0,full,,,,,,,,,,,,,,,,,,
3563,AS,345,,S2005,,,PAW-S2-13-R1-012,y,,,,,,,,,,,0,,,,,Yes,,PAWATBEN,,,0,5,0,0,,,,,,,,,
3564,AS,345,,S2006,,,PAW-S2-13-R1-013,y,,,,,,,,,,,0,,,,,Yes,,PAWATBEN,,,0,9,0,0,,,,,,,,,
3565,AS,345,,S2007,,,PAW-S2-13-R1-014,y,,,,,,,,,,,0,,,,,Yes,,PAWATBEN,,,0,6,0,0,,,,,,,,,
3566,AS,345,,S2004,,,PAW-S2-13-R1-015,y,,,,,,,,,,,0,,,,,Yes,,PAWATBEN,,,0,6,0,0,,,,,,,,,
3567,AS,345,,S2013,,,PAW-S2-13-R1-016,y,,,,,,,,,,,0,,,,,Yes,,PAWATBEN,,,0,4,0,0,,,,,,,,,
3568,AS,345,,S2012,,,PAW-S2-13-R1-017,y,,,,,,,,,,,0,,,,,Yes,,PAWATBEN,,,0,4,0,1,,,,,,,,,
3569,AT,346,,,,,PAW-W1-13-R1-001,,no,,,,,,Yes,16,18,East,0,6,0,0,full,,,,,,,,,,,,,0,6,0,0,full,
3570,AT,346,,,,,PAW-W1-13-R1-002,,,,,,,"crab spider, pearl cresent nectaring",Yes,65,4,East,0,6,0,0,full,,,,,,,,,,,,,,,,,,
3571,AT,346,,,,,PAW-W1-13-R1-003,,,,,,,,Yes,67.5,4,West,0,2,0,0,early full,,,,,,,,,,,,,,,,,,
3572,AT,346,,,,,PAW-W1-13-R1-004,,,,,,,,Yes,68,10,West,0,5,0,0,early full,,,,,,,,,,,,,,,,,,
3573,AT,346,,,,,PAW-W1-13-R1-005,,,,,,,full/ early full,Yes,71,8,West,0,4,0,0,full,,,,,,,,,,,,,,,,,,
3574,AT,346,,,,,PAW-W1-13-R1-006,,,,,,,,Yes,73,2,West,0,3,0,0,full,,,,,,,,,,,,,0,3,0,0,full,
3575,AT,346,,,,,PAW-W1-13-R1-007,,,,,,,,Yes,75.5,9,West,0,9,0,0,early full,,,,,,,,,,,,,1,10,0,0,early full,
3576,AT,346,,,,,PAW-W1-13-R1-008,,,,,,,1 pearl cresent nectaring,Yes,88,7,West,0,8,0,0,full,,,,,,,,,,,,,0,6,0,0,,
3577,AT,346,,,,,PAW-W1-13-R1-009,,,,,,,2 pearl cresents and one regal fritillary nectaring,Yes,78,2,East,0,4,0,0,full,,,,,,,,,,,,,,,,,,
3578,AT,346,,,,,PAW-W1-13-R1-010,,,,,,,,Yes,74,3,East,0,3,0,0,full,,,,,,,,,,,,,,,,,,
3579,AT,346,,,,,PAW-W1-13-R1-011,,,,,,,,Yes,73.7,3,East,0,2,0,0,full,,,,,,,,,,,,,,,,,,
3580,AT,346,,,,,PAW-W1-13-R1-012,,,,,,,,Yes,73,3,East,0,4,0,0,full,,,,,,,,,,,,,,,,,,
3581,AT,346,,,,,PAW-W1-13-R1-013,,,,,,,,Yes,71,6,East,0,2,0,0,early full,,,,,,,,,,,,,,,,,,
3582,AT,346,,,,,PAW-W1-13-R1-014,,,,,,,,Yes,68.5,4,East,0,1,0,0,full,,,,,,,,,,,,,,,,,,
3583,AT,346,,,,,PAW-W1-13-R1-015,,,,,,,1 pearl cresent nectaring,Yes,64.5,4,East,0,6,0,0,full,,,,,,,,,,,,,,,,,,
3584,AT,346,PAWW1001,PAWW1001,yes,paww1001,PAW-W1-13-R1-016,y,no,,,,,,,,,,0,,,,,Yes,,PAWW1AT,,,0,8,0,0,,,,,,,,,
3585,AT,346,PAWW1002,PAWW1002,yes,002,PAW-W1-13-R1-017,y,no,,,,,,,,,,0,,,,,Yes,,PAWW1AT,,,1,1,0,0,,,,,,,,,
3586,AT,346,PAWW1003,PAWW1003,yes,003,PAW-W1-13-R1-018,y,no,,,,,,,,,,0,,,,,Yes,,PAWW1AT,,,0,6,0,0,,,,,,,,,
3587,AT,346,PAWW1005,PAWW1005,yes,005,PAW-W1-13-R1-019,y,no,,,,,,,,,,0,,,,,Yes,,PAWW1AT,,,1,5,0,0,,,,,,,,,
3588,AT,346,PAWW1007,PAWW1007,yes,007,PAW-W1-13-R1-020,y,no,,,,,this plant was duplicated in 2012  as PAWW2001,,,,,0,,,,,Yes,,PAWW1AT,,,0,2,0,0,same plant as PAWW2001 from 2012 (which has trimble point of 007 in trimble file PAWW1AT),,,,,,,,
3589,AT,346,PAWW1006,PAWW1006,yes,006,PAW-W1-13-R1-021,y,no,,,,,,,,,,0,,,,,Yes,,PAWW1AT,,,0,5,0,0,,,,,,,,,
3590,AT,346,PAWW1004,PAWW1004,yes,004,PAW-W1-13-R1-022,y,no,,,,,,,,,,0,,,,,Yes,,PAWW1AT,,,0,6,0,0,,,,,,,,,
3591,AT,346,PAWW1008,PAWW1008,yes,008,PAW-W1-13-R1-023,y,no,,,,,,,,,,0,,,,,Yes,,PAWW1AT,,,0,3,0,0,,,,,,,,,
3592,AT,346,PAWW1009,PAWW1009,yes,009,PAW-W1-13-R1-024,y,no,,,,,this plant was duplicated in 2012  as PAWW2006,,,,,0,,,,,Yes,,PAWW1AT,,,0,4,0,0,same plant as PAWW2001 from 2012 (which has trimble point of 006 in trimble file PAWW1AT),,,,,,,,
3593,AU,347,,,no,,PAW-W2-13-R1-001,no,no,,no,,,,Yes,1,36,West,0,2,0,0,full,,,,,,,,,,,,,,,,,,
3594,AU,347,,,no,,PAW-W2-13-R1-002,no,no,,,,,1 regal nectaring,Yes,1.5,43,West,0,4,0,0,full,,,,,,,,,,,,,,,,,,
3595,AU,347,,,no,,PAW-W2-13-R1-003,no,no,,,,,,Yes,5,38,West,0,1,0,0,full,,,,,,,,,,,,,,,,,,
3596,AU,347,,,no,,PAW-W2-13-R1-004,no,no,,,,,,Yes,9,35,West,0,2,0,0,full,,,,,,,,,,,,,,,,,,
3597,AU,347,,,no,,PAW-W2-13-R1-005,no,no,,,,,,Yes,11,40,West,0,8,0,0,full,,,,,,,,,,,,,,,,,,
3598,AU,347,,,no,,PAW-W2-13-R1-006,no,no,,,,,,Yes,11,30,West,0,3,0,0,full,,,,,,,,,,,,,,,,,,
3599,AU,347,,,no,,PAW-W2-13-R1-007,no,no,,,,,,Yes,28,45,West,0,7,0,0,full,,,,,,,,,,,,,,,,,,
3600,AU,347,,,no,,PAW-W2-13-R1-008,no,no,,,,,2 pearls nectaring,Yes,66,13,West,0,3,0,0,full,,,,,,,,,,,,,,,,,,
3601,AU,347,,,no,,PAW-W2-13-R1-009,no,no,,,,,1 regal nectaring,Yes,72,11,West,0,12,0,0,full,,,,,,,,,,,,,,,,,,
3602,AU,347,,,no,,PAW-W2-13-R1-010,no,no,,,,,,Yes,75,5,West,0,1,0,0,full,,,,,,,,,,,,,,,,,,
3603,AU,347,,,no,,PAW-W2-13-R1-011,no,no,,,,,1 coral hairstreak nectaring,Yes,79,6,West,0,4,0,0,full,,,,,,,,,,,,,,,,,,
3604,AU,347,,,no,,PAW-W2-13-R1-012,no,no,,,,,,Yes,72,12,West,0,1,0,0,full,,,,,,,,,,,,,,,,,,
3605,AU,347,,,no,,PAW-W2-13-R1-013,no,no,,,,,,Yes,82,10,West,0,1,0,0,full,,,,,,,,,,,,,,,,,,
3606,AU,347,PAWW2002,PAWW2002,yes,002,PAW-W2-13-R1-014,yes,no,,,,,,No,,,,0,,,,,Yes,EEOB,PAWW2TP,,,1,10,0,0,,,,,,,,,
3607,AU,347,PAWW2001,PAWW2001,yes,001 in file PAWW2TP; 007 in PAWW1AT,PAW-W2-13-R1-015,no,no,,no,,,DISCARD FROM ANALYSIS (**Same plant as PAW-W1-13-R1-020),No,,,,0,,,,,Yes,EEOB,PAWW2TP,,,,,,,"this year, Realized that it is same plant as another",,"From now on, data from this plant will belong to plant PAWW1007",,,,,,
3608,AU,347,PAWW2005,PAWW2005,yes,?,PAW-W2-13-R1-016,yes,no,,,,,,No,,,,0,,,,,Yes,EEOB,PAWW2TP,,,0,3,0,0,,,,,,,,,
3609,AU,347,PAWW2004,PAWW2004,yes,,PAW-W2-13-R1-017,yes,no,,,,,,No,,,,0,,,,,Yes,EEOB,PAWW2TP,,,0,6,0,1,,,,,,,,,
3610,AU,347,PAWW2003,PAWW2003,yes,,PAW-W2-13-R1-018,yes,no,,,,,,No,,,,0,,,,,Yes,EEOB,PAWW2TP,,,0,4,0,0,,,,,,,,,
3611,AU,347,PAWW2006,PAWW2006,yes,006 in file PAWW2TP; 009 in PAWW1AT,PAW-W2-13-R1-019,no,no,,no,,,DISCARD FROM ANALYSIS **Same plant as PAW-W1-13-R1-024,No,,,,0,,,,,Yes,EEOB,PAWW2TP,,,,,,,"this year, Realized that it is same plant as another",,,,,,,,
3612,AV,348,,,no,,RCH-N1-13-R1-001,N,no,,,,,,Yes,44.5,33,West,0,3,0,0,full,,,,,,,,,,,,,,,,,,
3613,AV,348,,,no,,RCH-N1-13-R1-002,N,no,,,,,,Yes,64,25,East,0,1,0,0,full,,,,,,,,,,,,,,,,,,
3614,AV,348,RICHN1003,,yes,N1003,RCH-N1-13-R1-003,Y,no,,,,,,No,,,,0,,,,,Yes,,RICHATBEN,,,0,4,0,0,,,,,,,,,
3615,AV,348,RICHN1001,,yes,RICHN1001 (?),RCH-N1-13-R1-004,Y,no,,,,,,No,,,,0,,,,,Yes,,RICHATBEN,,,0,3,0,0,pearl cresent was being eaten by crab spider on this plant,,,,,,,,
3616,AV,348,RICHN1002,,yes,N1002,RCH-N1-13-R1-005,Y,no,,,,,,No,,,,0,,,,,Yes,,RICHATBEN,,,1,16,0,1,the smooth brome around this plant is sparse and short; plant received a huge amount of sun this spring,,,,,,,,
3617,AW,349,,,No,,RCH-N2-13-R1-000,No,No,,No,,,,No,,,,0,0,0,0,,,,,,,,,,,NO A.tuberosa at all on this transect,,,,,,,,
3618,AX,350,RICHS1002,,YES,S1002,RCH-S1-13-R1-001,Y,no,,,,,,Yes,101,1,West,0,2,0,0,,Yes,,RICHATBEN,,,0,2,0,0,,,,,,,,,
3619,AX,350,RICHS1003,,YES,S1003,RCH-S1-13-R1-002,Y,no,,,,,,Yes,103,0,West,0,1,0,2,,Yes,,RICHATBEN,,,0,1,0,2,A) dead pearl cresent clutched by crab spider b) 1 live pearl cresent nectaring,,,,,,,,
3620,AX,350,RICHS1004,,YES,S1004,RCH-S1-13-R1-003,Y,no,,,,,,Yes,101,0,East,0,8,0,0,,Yes,,RICHATBEN,,,0,8,0,4,1 great spangled & 6 pearl cresents nectaring; 3 of the 4 non-flowering stems died of unk. Causes,,,,,,,,
3621,AX,350,RICHS1005,,YES,S1005,RCH-S1-13-R1-004,Y,no,,,,,,Yes,101,2,East,2,1,0,0,,Yes,,RICHATBEN,,,2,1,0,2,both of the non-flowering stems died this year,,,,,,,,
3622,AX,350,,,NO,,RCH-S1-13-R1-005,n,no,,,,,"did not measure stem lengths, bloom status on this plant;",Yes,102,2,East,0,1,0,0,,,probably neither,probably none,,,,,,,"this plant might have been designated ""00A"" in Trimble in 2013",,,,,,,,
3623,AX,350,RICHS1006,,YES,S1006,RCH-S1-13-R1-006,y,no,,,,,,,,,,0,,,,,Yes,,RICHATBEN,,,0,0,0,0,did not find (plant absent),,,,,,,,
3624,AX,350,RICHS1001,,YES,S1001,RCH-S1-13-R1-007,y,no,,,,,,,,,,0,,,,,Yes,,RICHATBEN,,,0,0,0,0,no live plant at its location (but found dead stem from last year),,,,,,,,
3625,AX,350,RICHS1007,,YES,55 cm NE of S1002?,RCH-S1-13-R1-008,y,no,,,,,,,,,,0,,,,,Yes,,RICHATBEN,,,0,0,0,0,did not find plant,,,,,,,,
3626,AY,351,,,NO,,RCH-S2-13-R1-000,No,NO,,,,,"Saw: 1 male regal frit, 2 great spangled frit, 1 clouded sulphur, about 8 pearl cresents flying",No,,,,0,0,0,0,,,,,,,,,,,No Asclepias tuberosa on this transect,,,,,,,,
3627,AY,351,ACCIDENTAL ROW,,NO,,ACCIDENTAL ROW,NO,NO,,,,,ACCIDENTAL ROW,,,,,0,,,,,,,,,,,,,,,,,,,,,,
3628,AZ,352,,,no,,RCH-W1-13-001,N,no,,,,,,Yes,36,27,East,0,5,0,0,full,,,,,,,,,,,,,,,,,,
3629,AZ,352,,,no,,RCH-W1-13-002,N,no,,,,,,Yes,63,60,East,0,3,0,0,full,,,,,,,,,,,,,,,,,,
3630,AZ,352,RCHW1005,,yes,W1005,RCH-W1-13-003,yes,no,,,,,,Yes,70,46,East,0,7,0,0,full,Yes,,RCHW1AT,,,0,10,0,1,,,,,,,,,
3631,AZ,352,RCHW1001,,yes,W1001,RCH-W1-13-004,yes,no,,,,,,,,,,0,,,,,Yes,,RCHW1AT,,,2,1,0,2,,,,,,,,,
3632,AZ,352,RCHW1002,,yes,W1002,RCH-W1-13-005,yes,no,,,,,,,,,,0,,,,,Yes,,RCHW1AT,,,0,2,0,0,,,,,,,,,
3633,AZ,352,RCHW1003,,yes,W1003,RCH-W1-13-006,yes,no,,,,,,,,,,0,,,,,Yes,,RCHW1AT,,,0,6,0,0,,,,,,,,,
3634,AZ,352,RCHW1004,,yes,W1004,RCH-W1-13-007,yes,no,,,,,,,,,,0,,,,,Yes,,RCHW1AT,,,0,3,0,0,,,,,,,,,
3635,BA,353,,,no,,RCH-W2-13-R1-001,,no,,,,,,Yes,75,55,,0,2,0,0,,,,,,,,,,,,,,,,,,,
3636,BA,353,,,no,,RCH-W2-13-R1-002,,no,,,,,,Yes,75,57,,0,2,0,0,,,,,,,,,,,,,,,,,,,
3637,BA,353,RAT002-R2,,yes,RAT002,RCH-W2-13-R1-003,Y,no,,,,,,,,,,0,,,,,Yes,,RICHAT,,,0,3,0,0,1 pearl cresent nectaring,,,,,,,,
3638,BA,353,RAT004-R2,,yes,RAT0004,RCH-W2-13-R1-004,Y,no,,,,,,,,,,0,,,,,Yes,,RICHAT,,,0,3,0,0,1 pearl cresent nectaring,,,,,,,,
3639,BA,353,RAT001-R2,,yes,RAT001,RCH-W2-13-R1-005,Y,no,,,,,,,,,,0,,,,,Yes,,RICHAT,,,0,0,0,0,no stems at all in 2013,,,,,,,,
3640,BB,354,RINE1001,,YES,?,RIN-E1-13-R1-001,YES,NO,,,,,"1 early, 2 early full",Yes,4,4,East,0,3,0,0,early,Yes,EEOB/PBG#3,RINATBEN/ RINE2AT,,,0,3,0,0,,,,,,,,,
3641,BB,354,,,NO,,RIN-E1-13-R1-002,NO,NO,,,,,,Yes,9,82,East,0,2,0,0,early full,,,,,,,,,,,,,,,,,,
3642,BB,354,RINE1002,,YES,?,RIN-E1-13-R1-003,YES,NO,,,,,,Yes,16,16,West,0,1,0,0,full,Yes,EEOB/PGB#3,RINATBEN/ RINE2AT,,,0,1,0,0,,,,,,,,,
3643,BB,354,,,NO,,RIN-E1-13-R1-004,NO,NO,,,,,I see 24 A. tubersosa plants far to the west near RINS1. Those plants will get detected at night,Yes,17,13,East,0,4,0,0,full,,,,,,,,,,,,,,,,,,
3644,BB,354,RINE1004,,YES,?,RIN-E1-13-R1-005,YES,NO,,,,,,Yes,26,17,West,0,4,0,0,full,Yes,EEOB/PGB#3,RINATBEN/ RINE2AT,,,0,5,0,0,,,,,,,,,
3645,BB,354,,,NO,,RIN-E1-13-R1-006,NO,,,,,,,Yes,38,16,East,0,21,0,0,full,,,,,,,,,,,,,,,,,,
3646,BB,354,,,NO,,RIN-E1-13-R1-007,NO,,,,,,,Yes,67,13,West,0,1,0,0,full,,,,,,,,,,,,,,,,,,
3647,BB,354,,,NO,,RIN-E1-13-R1-008,NO,,,,,,,Yes,81,0,West,2,0,0,0,in bud,,,,,,,,,,,,,,,,,,
3648,BB,354,,,NO,,RIN-E1-13-R1-009,NO,,,,,,,Yes,81,1,West,1,0,0,0,full,,,,,,,,,,,,,,,,,,
3649,BB,354,,,NO,,RIN-E1-13-R1-010,NO,,,,,,,Yes,70,24,West,0,2,0,0,full,,,,,,,,,,,,,,,,,,
3650,BB,354,,,NO,,RIN-E1-13-R1-011,NO,,,,,,saw 1 black swallowtail nectaring on A. tuberosa,Yes,84,5,West,0,2,0,0,full,,,,,,,,,,,,,,,,,,
3651,BB,354,,,NO,,RIN-E1-13-R1-012,NO,,,,,,,Yes,85,6,East,0,1,0,0,full,,,,,,,,,,,,,,,,,,
